investor_id,average_gap_days,status,total_sip_transactions,average_ticket_size
INV002166,99.2,at-risk,6,14736.833333333334
INV002171,55.833333333333336,at-risk,7,7962.285714285715
INV002177,73.0,at-risk,7,13331.57142857143
INV002178,66.42857142857143,at-risk,8,8288.625
INV002179,54.142857142857146,at-risk,8,9659.5
INV002182,70.5,at-risk,7,18267.428571428572
INV002185,48.4,at-risk,6,14516.833333333334
INV002186,74.83333333333333,at-risk,7,15779.285714285714
INV002187,67.83333333333333,at-risk,7,7385.428571428572
INV002195,49.25,at-risk,9,15740.111111111111
INV002196,62.142857142857146,at-risk,8,15376.75
INV002198,43.0,at-risk,9,5559.444444444444
INV002199,50.833333333333336,at-risk,7,3259.0
INV002202,70.42857142857143,at-risk,8,2001.625
INV002206,49.0,at-risk,7,17122.285714285714
INV002208,71.33333333333333,at-risk,7,16272.42857142857
INV002211,63.833333333333336,at-risk,7,10842.285714285714
INV002216,61.714285714285715,at-risk,8,15309.0
INV002218,67.8,at-risk,6,13086.5
INV002219,70.85714285714286,at-risk,8,5199.875
INV002228,68.6,at-risk,6,12535.833333333334
INV002229,64.6,at-risk,6,18955.166666666668
INV002230,57.57142857142857,at-risk,8,21370.0
INV002232,69.16666666666667,at-risk,7,15024.42857142857
INV002236,73.66666666666667,at-risk,7,5463.714285714285
INV002237,51.666666666666664,at-risk,7,8752.0
INV002240,77.83333333333333,at-risk,7,4032.714285714286
INV002241,65.66666666666667,at-risk,7,5834.0
INV002251,62.6,at-risk,6,23459.0
INV002256,75.6,at-risk,6,14443.166666666666
INV002259,45.333333333333336,at-risk,7,19896.571428571428
INV002260,77.8,at-risk,6,7204.0
INV002265,63.166666666666664,at-risk,7,10667.142857142857
INV002277,67.33333333333333,at-risk,7,8365.42857142857
INV002280,71.66666666666667,at-risk,7,6867.142857142857
INV002282,53.2,at-risk,6,15078.0
INV002284,85.0,at-risk,6,18936.0
INV002290,61.6,at-risk,6,8174.833333333333
INV002294,48.714285714285715,at-risk,8,11708.625
INV002295,64.5,at-risk,7,13906.857142857143
INV002298,23.2,active,6,13212.166666666666
INV002304,42.55555555555556,at-risk,10,8883.7
INV002315,71.83333333333333,at-risk,7,10224.857142857143
INV002319,60.0,at-risk,7,11039.714285714286
INV002322,63.4,at-risk,6,9111.5
INV002327,76.4,at-risk,6,2989.3333333333335
INV002329,57.0,at-risk,7,13523.0
INV002342,74.2,at-risk,6,7189.0
INV002343,57.75,at-risk,9,10820.888888888889
INV002347,40.5,at-risk,9,3390.777777777778
INV002348,94.4,at-risk,6,7222.5
INV002349,52.2,at-risk,6,5297.666666666667
INV002351,77.2,at-risk,6,11006.5
INV002357,68.33333333333333,at-risk,7,11092.57142857143
INV002360,56.125,at-risk,9,16429.777777777777
INV002361,55.4,at-risk,6,20522.5
INV002367,52.5,at-risk,7,7472.714285714285
INV002368,61.166666666666664,at-risk,7,5243.714285714285
INV002369,60.0,at-risk,6,23724.666666666668
INV002370,70.16666666666667,at-risk,7,12839.42857142857
INV002372,95.2,at-risk,6,9195.0
INV002373,70.14285714285714,at-risk,8,22172.125
INV002374,21.2,active,6,14520.0
INV002384,39.111111111111114,at-risk,10,10729.7
INV002388,33.2,active,6,18252.833333333332
INV002389,50.77777777777778,at-risk,10,3740.1
INV002390,47.0,at-risk,6,15123.5
INV002391,40.2,at-risk,6,9875.0
INV002395,97.0,at-risk,6,9768.333333333334
INV002400,55.375,at-risk,9,4112.0
INV002401,59.142857142857146,at-risk,8,3867.625
INV002402,47.166666666666664,at-risk,7,13089.0
INV002407,47.833333333333336,at-risk,7,9855.857142857143
INV002409,55.57142857142857,at-risk,8,11102.875
INV002413,53.0,at-risk,8,7996.75
INV002415,57.42857142857143,at-risk,8,12105.125
INV002417,83.33333333333333,at-risk,7,18104.14285714286
INV002418,91.6,at-risk,6,5825.333333333333
INV002420,72.8,at-risk,6,9098.0
INV002422,50.333333333333336,at-risk,10,7801.5
INV002429,78.6,at-risk,6,15847.0
INV002434,88.2,at-risk,6,6403.5
INV002437,49.166666666666664,at-risk,7,25765.0
INV002445,38.142857142857146,at-risk,8,11658.125
INV002453,63.0,at-risk,7,10973.57142857143
INV002458,72.4,at-risk,6,13438.0
INV002459,53.714285714285715,at-risk,8,5030.25
INV002463,95.4,at-risk,6,7298.666666666667
INV002464,35.4,at-risk,6,8395.333333333334
INV002466,80.66666666666667,at-risk,7,13802.714285714286
INV002467,38.857142857142854,at-risk,8,25007.25
INV002471,56.4,at-risk,6,10892.5
INV002475,49.666666666666664,at-risk,10,6514.0
INV002476,86.0,at-risk,6,12475.166666666666
INV002485,70.4,at-risk,6,9764.666666666666
INV002490,70.0,at-risk,8,27734.5
INV002495,82.2,at-risk,6,10768.166666666666
INV002496,53.0,at-risk,6,4723.5
INV002497,67.28571428571429,at-risk,8,13201.625
INV002508,51.625,at-risk,9,14283.0
INV002509,33.666666666666664,active,10,11777.9
INV002510,64.33333333333333,at-risk,7,11857.285714285714
INV002521,74.6,at-risk,6,7773.0
INV002527,49.666666666666664,at-risk,7,1349.142857142857
INV002530,71.42857142857143,at-risk,8,9263.875
INV002531,76.33333333333333,at-risk,7,4407.714285714285
INV002543,74.66666666666667,at-risk,7,12909.714285714286
INV002547,89.0,at-risk,6,3321.1666666666665
INV002552,48.22222222222222,at-risk,10,11749.6
INV002554,49.666666666666664,at-risk,7,7287.285714285715
INV002555,72.0,at-risk,7,12522.142857142857
INV002557,67.16666666666667,at-risk,7,4655.571428571428
INV002558,97.6,at-risk,6,8667.0
INV002560,95.2,at-risk,6,4322.333333333333
INV002563,65.8,at-risk,6,3029.8333333333335
INV002567,82.0,at-risk,6,8630.0
INV002568,61.57142857142857,at-risk,8,17298.0
INV002570,62.0,at-risk,7,3756.5714285714284
INV002572,55.714285714285715,at-risk,8,15845.0
INV002574,79.4,at-risk,6,16367.333333333334
INV002575,56.125,at-risk,9,17268.777777777777
INV002579,40.8,at-risk,6,22776.0
INV002582,77.4,at-risk,6,3055.5
INV002585,65.0,at-risk,6,7815.666666666667
INV002586,87.2,at-risk,6,12217.333333333334
INV002590,50.22222222222222,at-risk,10,15105.6
INV002591,52.2,at-risk,6,4949.166666666667
INV002594,94.0,at-risk,6,16481.833333333332
INV002598,51.375,at-risk,9,13466.444444444445
INV002602,66.0,at-risk,8,11926.75
INV002606,89.6,at-risk,6,12277.666666666666
INV002613,65.0,at-risk,8,2981.125
INV002622,76.66666666666667,at-risk,7,9166.714285714286
INV002627,85.0,at-risk,6,6768.166666666667
INV002628,77.0,at-risk,6,7102.666666666667
INV002632,65.57142857142857,at-risk,8,8803.75
INV002640,70.0,at-risk,7,9561.142857142857
INV002643,74.2,at-risk,6,5390.5
INV002645,45.166666666666664,at-risk,7,12811.57142857143
INV002654,61.857142857142854,at-risk,8,12141.375
INV002659,62.333333333333336,at-risk,7,13796.42857142857
INV002666,53.166666666666664,at-risk,7,7258.142857142857
INV002671,77.16666666666667,at-risk,7,17346.571428571428
INV002673,65.0,at-risk,8,25660.875
INV002674,75.8,at-risk,6,18316.0
INV002675,63.857142857142854,at-risk,8,13030.875
INV002681,83.66666666666667,at-risk,7,11116.142857142857
INV002684,80.6,at-risk,6,13507.833333333334
INV002688,37.0,at-risk,9,14174.111111111111
INV002689,50.0,at-risk,8,9848.75
INV002693,45.833333333333336,at-risk,7,23834.714285714286
INV002697,55.333333333333336,at-risk,7,8743.857142857143
INV002700,79.83333333333333,at-risk,7,5784.0
INV002704,59.142857142857146,at-risk,8,9432.25
INV002705,22.571428571428573,active,8,6686.625
INV002706,73.6,at-risk,6,11614.0
INV002711,65.57142857142857,at-risk,8,9203.5
INV002712,46.8,at-risk,11,9284.454545454546
INV002722,61.4,at-risk,6,6146.0
INV002723,37.75,at-risk,9,4953.888888888889
INV002724,76.6,at-risk,6,15783.5
INV002726,45.57142857142857,at-risk,8,5152.75
INV002732,70.71428571428571,at-risk,8,12106.75
INV002733,51.57142857142857,at-risk,8,7053.0
INV002735,68.16666666666667,at-risk,7,12662.142857142857
INV002736,70.6,at-risk,6,10792.833333333334
INV002737,58.42857142857143,at-risk,8,12784.875
INV002743,88.2,at-risk,6,6810.833333333333
INV002744,52.888888888888886,at-risk,10,6496.7
INV002746,68.0,at-risk,8,6096.125
INV002750,72.4,at-risk,6,9129.666666666666
INV002751,41.5,at-risk,7,13616.285714285714
INV002758,81.0,at-risk,6,16720.333333333332
INV002761,80.6,at-risk,6,10183.5
INV002766,70.6,at-risk,6,12268.666666666666
INV002767,55.333333333333336,at-risk,7,7848.0
INV002769,82.0,at-risk,7,21410.0
INV002772,74.5,at-risk,7,8569.142857142857
INV002779,64.2,at-risk,6,20108.833333333332
INV002783,64.0,at-risk,7,9081.42857142857
INV002786,76.33333333333333,at-risk,7,13484.42857142857
INV002793,59.333333333333336,at-risk,7,10441.57142857143
INV002794,56.166666666666664,at-risk,7,8869.142857142857
INV002799,70.8,at-risk,6,12955.333333333334
INV002800,63.5,at-risk,7,13252.42857142857
INV002803,64.83333333333333,at-risk,7,4705.142857142857
INV002804,59.857142857142854,at-risk,8,6330.125
INV002808,59.666666666666664,at-risk,7,16397.428571428572
INV002809,81.4,at-risk,6,4665.333333333333
INV002810,32.285714285714285,active,8,24797.75
INV002813,49.0,at-risk,7,8419.714285714286
INV002822,53.0,at-risk,7,11389.0
INV002824,71.83333333333333,at-risk,7,18489.14285714286
INV002826,61.6,at-risk,6,2806.8333333333335
INV002827,73.6,at-risk,6,5271.666666666667
INV002828,80.0,at-risk,6,4082.6666666666665
INV002831,40.2,at-risk,6,6852.333333333333
INV002835,82.33333333333333,at-risk,7,9513.857142857143
INV002838,56.714285714285715,at-risk,8,10673.75
INV002841,43.4,at-risk,6,11028.166666666666
INV002843,43.142857142857146,at-risk,8,4971.5
INV002847,52.666666666666664,at-risk,10,5497.1
INV002850,53.166666666666664,at-risk,7,8602.285714285714
INV002852,75.8,at-risk,6,12121.833333333334
INV002859,76.5,at-risk,7,14572.857142857143
INV002863,74.4,at-risk,6,10690.166666666666
INV002865,37.2,at-risk,6,16834.5
INV002870,48.2,at-risk,6,7827.5
INV002872,85.6,at-risk,6,7791.5
INV002873,98.2,at-risk,6,17248.0
INV002879,72.16666666666667,at-risk,7,9602.714285714286
INV002881,43.6,at-risk,6,12311.666666666666
INV002883,96.0,at-risk,6,21329.666666666668
INV002886,44.333333333333336,at-risk,7,15994.0
INV002891,72.71428571428571,at-risk,8,11482.0
INV002893,50.0,at-risk,9,7462.555555555556
INV002900,64.2,at-risk,6,12399.166666666666
INV002903,89.6,at-risk,6,5690.833333333333
INV002904,49.333333333333336,at-risk,7,3051.714285714286
INV002905,73.0,at-risk,6,6954.0
INV002906,41.2,at-risk,6,14763.0
INV002909,82.33333333333333,at-risk,7,11163.857142857143
INV002912,97.0,at-risk,6,13747.833333333334
INV002913,73.66666666666667,at-risk,7,11975.42857142857
INV002915,49.285714285714285,at-risk,8,14454.75
INV002921,53.333333333333336,at-risk,7,21543.571428571428
INV002927,40.285714285714285,at-risk,8,10592.625
INV002935,48.0,at-risk,7,7182.857142857143
INV002937,67.16666666666667,at-risk,7,19624.428571428572
INV002939,60.5,at-risk,7,7445.142857142857
INV002942,55.5,at-risk,9,9457.555555555555
INV002945,65.0,at-risk,8,14958.25
INV002947,64.16666666666667,at-risk,7,5073.142857142857
INV002950,45.857142857142854,at-risk,8,6589.75
INV002951,51.833333333333336,at-risk,7,5876.428571428572
INV002961,84.66666666666667,at-risk,7,16667.285714285714
INV002974,51.333333333333336,at-risk,7,13066.714285714286
INV002984,91.0,at-risk,6,8193.0
INV002989,86.6,at-risk,6,16166.833333333334
INV002994,58.166666666666664,at-risk,7,15650.42857142857
INV003000,67.0,at-risk,7,7796.714285714285
INV003003,58.25,at-risk,9,4816.0
INV003005,53.142857142857146,at-risk,8,11574.75
INV003007,48.25,at-risk,9,5632.0
INV003009,38.125,at-risk,9,4960.222222222223
INV003011,64.16666666666667,at-risk,7,7034.714285714285
INV003014,82.4,at-risk,6,33834.833333333336
INV003015,54.666666666666664,at-risk,7,16307.57142857143
INV003018,49.2,at-risk,6,8076.833333333333
INV003022,69.6,at-risk,6,18165.0
INV003024,44.2,at-risk,6,8258.166666666666
INV003025,35.285714285714285,at-risk,8,8943.25
INV003028,91.4,at-risk,6,12945.666666666666
INV003034,73.4,at-risk,6,15455.166666666666
INV003036,57.714285714285715,at-risk,8,16846.75
INV003037,79.5,at-risk,7,6057.0
INV003040,74.0,at-risk,6,8527.0
INV003043,73.83333333333333,at-risk,7,11163.142857142857
INV003044,71.16666666666667,at-risk,7,8701.857142857143
INV003045,36.2,at-risk,6,5398.666666666667
INV003047,70.14285714285714,at-risk,8,17135.375
INV003054,78.66666666666667,at-risk,7,10892.714285714286
INV003060,79.0,at-risk,7,9933.42857142857
INV003063,57.833333333333336,at-risk,7,3902.1428571428573
INV003070,54.5,at-risk,9,12976.666666666666
INV003074,74.8,at-risk,6,13161.166666666666
INV003075,57.42857142857143,at-risk,8,21141.5
INV003078,69.16666666666667,at-risk,7,7882.285714285715
INV003082,46.42857142857143,at-risk,8,5028.5
INV003083,66.4,at-risk,6,6364.833333333333
INV003089,65.0,at-risk,6,12126.666666666666
INV003091,50.875,at-risk,9,3999.222222222222
INV003095,86.6,at-risk,6,10708.0
INV003097,62.714285714285715,at-risk,8,18909.25
INV003105,65.5,at-risk,7,17347.571428571428
INV003112,91.6,at-risk,6,11350.833333333334
INV003113,66.85714285714286,at-risk,8,14446.5
INV003115,48.0,at-risk,6,17302.333333333332
INV003117,66.57142857142857,at-risk,8,9290.75
INV003134,76.83333333333333,at-risk,7,15972.142857142857
INV003139,55.166666666666664,at-risk,7,11336.714285714286
INV003140,57.0,at-risk,8,5909.125
INV003141,67.5,at-risk,7,12561.0
INV003144,82.5,at-risk,7,7810.142857142857
INV003146,59.5,at-risk,9,12926.666666666666
INV003151,81.0,at-risk,6,6381.666666666667
INV003153,40.666666666666664,at-risk,7,11814.714285714286
INV003158,55.625,at-risk,9,10607.333333333334
INV003161,77.4,at-risk,6,7645.0
INV003169,62.6,at-risk,6,5170.0
INV003178,56.4,at-risk,6,6580.0
INV003179,56.25,at-risk,9,7145.444444444444
INV003185,65.2,at-risk,6,13045.833333333334
INV003187,58.25,at-risk,9,5667.555555555556
INV003189,55.125,at-risk,9,3835.4444444444443
INV003191,76.8,at-risk,6,5327.833333333333
INV003193,96.6,at-risk,6,10892.166666666666
INV003196,80.33333333333333,at-risk,7,4921.142857142857
INV003205,67.66666666666667,at-risk,7,7233.571428571428
INV003210,72.2,at-risk,6,3141.8333333333335
INV003211,69.0,at-risk,7,10469.285714285714
INV003214,59.8,at-risk,6,9683.333333333334
INV003215,60.833333333333336,at-risk,7,4414.285714285715
INV003219,57.2,at-risk,6,18606.666666666668
INV003221,61.166666666666664,at-risk,7,26940.14285714286
INV003222,81.5,at-risk,7,6703.428571428572
INV003223,67.71428571428571,at-risk,8,14467.875
INV003228,70.16666666666667,at-risk,7,12619.0
INV003230,67.5,at-risk,7,8565.714285714286
INV003231,83.0,at-risk,7,8744.57142857143
INV003234,96.6,at-risk,6,7654.333333333333
INV003236,51.125,at-risk,9,13384.888888888889
INV003242,61.0,at-risk,7,8631.42857142857
INV003247,84.6,at-risk,6,15830.333333333334
INV003252,67.6,at-risk,6,17165.0
INV003256,51.0,at-risk,7,13535.0
INV003257,61.8,at-risk,6,24308.0
INV003260,89.4,at-risk,6,11064.0
INV003262,85.2,at-risk,6,23337.0
INV003267,74.4,at-risk,6,3470.8333333333335
INV003271,61.166666666666664,at-risk,7,5538.428571428572
INV003273,60.142857142857146,at-risk,8,24386.875
INV003277,53.714285714285715,at-risk,8,10158.5
INV003279,63.375,at-risk,9,17308.222222222223
INV003289,64.83333333333333,at-risk,7,15023.57142857143
INV003300,64.8,at-risk,6,15376.333333333334
INV003301,59.375,at-risk,9,20349.0
INV003304,44.22222222222222,at-risk,10,13531.5
INV003308,56.75,at-risk,9,14796.888888888889
INV003310,80.8,at-risk,6,5646.333333333333
INV003311,48.0,at-risk,9,4796.777777777777
INV003314,73.5,at-risk,7,25592.714285714286
INV003317,44.142857142857146,at-risk,8,9442.5
INV003320,45.285714285714285,at-risk,8,13392.625
INV003325,101.0,at-risk,6,7141.0
INV003329,89.0,at-risk,6,18867.333333333332
INV003336,72.33333333333333,at-risk,7,19265.714285714286
INV003338,37.5,at-risk,9,17106.0
INV003344,86.6,at-risk,6,5161.0
INV003350,92.4,at-risk,6,4654.833333333333
INV003351,54.0,at-risk,6,17400.0
INV003352,68.14285714285714,at-risk,8,14247.0
INV003357,62.4,at-risk,6,9337.0
INV003360,59.42857142857143,at-risk,8,8300.125
INV003370,63.333333333333336,at-risk,7,11742.714285714286
INV003372,59.4,at-risk,6,5170.0
INV003374,56.5,at-risk,7,7006.142857142857
INV003375,52.714285714285715,at-risk,8,16940.5
INV003376,85.8,at-risk,6,13434.833333333334
INV003379,75.16666666666667,at-risk,7,7619.285714285715
INV003380,72.4,at-risk,6,5957.333333333333
INV003382,34.2,active,6,11737.166666666666
INV003391,56.6,at-risk,6,12614.833333333334
INV003393,63.714285714285715,at-risk,8,9193.125
INV003395,79.0,at-risk,6,9360.0
INV003398,55.42857142857143,at-risk,8,5908.375
INV003403,56.6,at-risk,6,8420.333333333334
INV003404,50.285714285714285,at-risk,8,10079.625
INV003405,41.0,at-risk,8,11875.875
INV003406,59.0,at-risk,8,13115.25
INV003407,57.42857142857143,at-risk,8,6446.375
INV003422,84.66666666666667,at-risk,7,12130.0
INV003424,73.16666666666667,at-risk,7,8646.0
INV003427,84.2,at-risk,6,19619.5
INV003430,73.4,at-risk,6,9119.166666666666
INV003431,51.4,at-risk,6,10910.166666666666
INV003432,61.333333333333336,at-risk,7,9115.57142857143
INV003435,73.83333333333333,at-risk,7,13477.0
INV003437,91.2,at-risk,6,7271.166666666667
INV003448,74.5,at-risk,7,3151.0
INV003450,47.666666666666664,at-risk,10,14075.9
INV003455,35.5,at-risk,7,11390.285714285714
INV003457,60.5,at-risk,7,10753.285714285714
INV003458,67.85714285714286,at-risk,8,4489.125
INV003459,59.4,at-risk,6,7106.0
INV003473,95.8,at-risk,6,6676.333333333333
INV003475,56.0,at-risk,9,8393.555555555555
INV003478,56.625,at-risk,9,15094.777777777777
INV003479,65.71428571428571,at-risk,8,11341.25
INV003480,82.4,at-risk,6,6292.0
INV003484,73.8,at-risk,6,18042.666666666668
INV003487,70.6,at-risk,6,16008.5
INV003491,59.125,at-risk,9,6464.555555555556
INV003492,90.8,at-risk,6,6665.0
INV003495,49.22222222222222,at-risk,10,7643.9
INV003506,67.0,at-risk,7,3976.285714285714
INV003509,60.875,at-risk,9,10202.666666666666
INV003511,65.57142857142857,at-risk,8,8945.0
INV003514,74.2,at-risk,6,15116.5
INV003518,67.8,at-risk,6,6473.833333333333
INV003521,89.0,at-risk,6,7757.833333333333
INV003524,64.16666666666667,at-risk,7,10677.0
INV003526,88.2,at-risk,6,5079.666666666667
INV003528,58.625,at-risk,9,15913.555555555555
INV003530,51.0,at-risk,6,13014.0
INV003531,76.4,at-risk,6,11913.333333333334
INV003534,52.714285714285715,at-risk,8,6688.5
INV003545,90.0,at-risk,6,5761.5
INV003556,77.6,at-risk,6,6297.333333333333
INV003557,66.4,at-risk,6,8223.833333333334
INV003558,39.166666666666664,at-risk,7,10865.142857142857
INV003559,48.333333333333336,at-risk,10,13183.6
INV003562,80.5,at-risk,7,11053.0
INV003564,71.0,at-risk,8,24510.0
INV003580,72.16666666666667,at-risk,7,9200.857142857143
INV003581,51.285714285714285,at-risk,8,4912.0
INV003582,49.333333333333336,at-risk,7,10605.714285714286
INV003586,54.285714285714285,at-risk,8,17359.25
INV003592,75.6,at-risk,6,11627.5
INV003593,78.2,at-risk,6,15792.333333333334
INV003598,68.0,at-risk,8,3562.0
INV003599,50.0,at-risk,6,15698.0
INV003601,45.25,at-risk,9,6558.777777777777
INV003604,90.2,at-risk,6,11988.0
INV003607,70.4,at-risk,6,4099.5
INV003611,68.83333333333333,at-risk,7,13907.0
INV003613,67.42857142857143,at-risk,8,10642.5
INV003619,72.0,at-risk,6,5246.166666666667
INV003625,62.4,at-risk,6,14554.333333333334
INV003627,59.166666666666664,at-risk,7,2287.0
INV003630,52.0,at-risk,7,4693.857142857143
INV003633,78.8,at-risk,6,20581.833333333332
INV003634,47.8,at-risk,6,10865.5
INV003635,47.111111111111114,at-risk,10,11144.6
INV003641,67.0,at-risk,8,11390.375
INV003642,53.166666666666664,at-risk,7,16302.42857142857
INV003645,95.2,at-risk,6,3034.1666666666665
INV003649,96.8,at-risk,6,14389.833333333334
INV003650,33.9,active,11,3969.909090909091
INV003654,60.5,at-risk,7,16100.285714285714
INV003655,49.77777777777778,at-risk,10,18019.7
INV003658,70.71428571428571,at-risk,8,5544.25
INV003660,79.0,at-risk,6,11241.0
INV003669,53.5,at-risk,7,12862.57142857143
INV003670,70.85714285714286,at-risk,8,10382.625
INV003672,77.2,at-risk,6,21623.166666666668
INV003673,68.85714285714286,at-risk,8,7984.5
INV003678,32.8,active,6,8297.166666666666
INV003681,51.0,at-risk,9,2889.3333333333335
INV003683,92.4,at-risk,6,14236.0
INV003684,98.2,at-risk,6,8422.666666666666
INV003685,80.2,at-risk,6,23818.666666666668
INV003686,96.6,at-risk,6,11814.833333333334
INV003693,71.33333333333333,at-risk,7,14644.857142857143
INV003695,51.666666666666664,at-risk,7,4462.285714285715
INV003696,75.8,at-risk,6,18420.333333333332
INV003697,76.66666666666667,at-risk,7,13967.714285714286
INV003702,72.66666666666667,at-risk,7,14153.42857142857
INV003705,78.8,at-risk,6,19138.0
INV003707,68.6,at-risk,6,25489.0
INV003708,60.5,at-risk,7,3974.714285714286
INV003709,80.2,at-risk,6,8725.666666666666
INV003710,78.6,at-risk,6,14418.666666666666
INV003711,72.2,at-risk,6,14655.0
INV003712,79.6,at-risk,6,10758.5
INV003713,81.5,at-risk,7,17630.85714285714
INV003718,91.4,at-risk,6,13543.666666666666
INV003720,74.6,at-risk,6,3851.6666666666665
INV003722,50.666666666666664,at-risk,7,27530.0
INV003723,61.8,at-risk,6,6605.0
INV003724,68.0,at-risk,7,11452.57142857143
INV003733,88.8,at-risk,6,2482.1666666666665
INV003734,59.0,at-risk,8,8731.875
INV003735,45.857142857142854,at-risk,8,11011.125
INV003736,77.16666666666667,at-risk,7,8422.714285714286
INV003738,50.6,at-risk,6,3551.1666666666665
INV003740,51.833333333333336,at-risk,7,17435.428571428572
INV003741,67.66666666666667,at-risk,7,7896.428571428572
INV003744,86.8,at-risk,6,3946.0
INV003745,70.2,at-risk,6,4402.333333333333
INV003748,56.142857142857146,at-risk,8,5180.875
INV003757,81.83333333333333,at-risk,7,7736.0
INV003761,51.857142857142854,at-risk,8,3710.125
INV003766,65.28571428571429,at-risk,8,11809.375
INV003767,47.5,at-risk,9,14369.666666666666
INV003771,50.77777777777778,at-risk,10,11175.7
INV003772,34.5,active,9,3213.5555555555557
INV003775,74.0,at-risk,6,18703.0
INV003779,76.4,at-risk,6,2833.5
INV003780,57.42857142857143,at-risk,8,9500.125
INV003781,64.83333333333333,at-risk,7,6770.142857142857
INV003785,74.2,at-risk,6,18996.5
INV003787,63.25,at-risk,9,9675.111111111111
INV003793,72.33333333333333,at-risk,7,19198.0
INV003795,67.66666666666667,at-risk,7,8324.714285714286
INV003811,78.66666666666667,at-risk,7,19003.571428571428
INV003812,50.833333333333336,at-risk,7,7543.142857142857
INV003813,82.2,at-risk,6,10761.0
INV003815,72.5,at-risk,7,9620.57142857143
INV003824,71.5,at-risk,7,12739.285714285714
INV003825,81.2,at-risk,6,13554.0
INV003828,30.666666666666668,active,7,18659.0
INV003829,48.55555555555556,at-risk,10,4681.9
INV003830,71.4,at-risk,6,23037.166666666668
INV003844,68.5,at-risk,7,11433.285714285714
INV003847,50.0,at-risk,8,9312.625
INV003849,77.2,at-risk,6,25968.833333333332
INV003851,57.833333333333336,at-risk,7,15803.0
INV003860,46.0,at-risk,6,22379.5
INV003862,60.166666666666664,at-risk,7,9249.857142857143
INV003865,85.16666666666667,at-risk,7,6742.0
INV003868,87.6,at-risk,6,17499.833333333332
INV003872,45.375,at-risk,9,16345.444444444445
INV003876,77.6,at-risk,6,17632.333333333332
INV003880,68.57142857142857,at-risk,8,6502.0
INV003885,71.6,at-risk,6,13644.0
INV003892,55.22222222222222,at-risk,10,13427.1
INV003896,82.0,at-risk,6,7061.5
INV003897,71.6,at-risk,6,13925.5
INV003903,50.285714285714285,at-risk,8,8754.625
INV003905,62.5,at-risk,7,10061.142857142857
INV003906,55.111111111111114,at-risk,10,11035.8
INV003912,68.6,at-risk,6,1985.1666666666667
INV003913,61.42857142857143,at-risk,8,6519.75
INV003916,67.2,at-risk,6,14143.333333333334
INV003920,66.85714285714286,at-risk,8,13822.625
INV003936,89.6,at-risk,6,18545.666666666668
INV003938,52.5,at-risk,7,7711.142857142857
INV003940,70.66666666666667,at-risk,7,12690.857142857143
INV003943,42.5,at-risk,9,3870.8888888888887
INV003945,56.333333333333336,at-risk,7,15620.285714285714
INV003946,69.16666666666667,at-risk,7,9307.57142857143
INV003948,43.666666666666664,at-risk,7,17860.428571428572
INV003952,54.666666666666664,at-risk,7,15108.285714285714
INV003958,85.6,at-risk,6,11192.833333333334
INV003962,68.71428571428571,at-risk,8,24987.0
INV003964,51.22222222222222,at-risk,10,12333.4
INV003968,92.4,at-risk,6,9204.333333333334
INV003972,84.2,at-risk,6,21359.5
INV003975,50.142857142857146,at-risk,8,8080.875
INV003978,68.14285714285714,at-risk,8,5663.75
INV003979,56.0,at-risk,8,3201.625
INV003981,67.66666666666667,at-risk,7,11692.0
INV003985,93.0,at-risk,6,4232.666666666667
INV003996,95.2,at-risk,6,16251.166666666666
INV004001,40.285714285714285,at-risk,8,10348.25
INV004004,40.77777777777778,at-risk,10,12608.0
INV004005,73.66666666666667,at-risk,7,15127.0
INV004007,38.833333333333336,at-risk,7,4346.571428571428
INV004009,62.285714285714285,at-risk,8,13429.875
INV004014,61.875,at-risk,9,10067.333333333334
INV004015,88.0,at-risk,6,1622.3333333333333
INV004017,40.5,at-risk,7,4325.571428571428
INV004023,52.0,at-risk,10,13540.3
INV004037,74.6,at-risk,6,7653.666666666667
INV004038,71.66666666666667,at-risk,7,28258.571428571428
INV004049,48.2,at-risk,6,4095.1666666666665
INV004063,56.57142857142857,at-risk,8,10263.25
INV004066,75.16666666666667,at-risk,7,8665.857142857143
INV004069,74.0,at-risk,6,7750.666666666667
INV004070,67.66666666666667,at-risk,7,4719.857142857143
INV004079,71.33333333333333,at-risk,7,11234.285714285714
INV004085,68.33333333333333,at-risk,7,14964.0
INV004091,73.6,at-risk,6,3089.6666666666665
INV004094,55.8,at-risk,6,11183.833333333334
INV004098,58.2,at-risk,6,10430.333333333334
INV004099,58.8,at-risk,6,13718.666666666666
INV004106,55.8,at-risk,6,21281.5
INV004112,55.2,at-risk,6,6539.0
INV004116,54.888888888888886,at-risk,10,7142.8
INV004118,64.6,at-risk,6,5615.666666666667
INV004119,73.2,at-risk,6,13781.5
INV004123,85.0,at-risk,6,12406.666666666666
INV004124,63.8,at-risk,6,16657.0
INV004125,61.625,at-risk,9,12158.888888888889
INV004127,87.6,at-risk,6,4158.166666666667
INV004128,67.2,at-risk,6,15950.666666666666
INV004134,35.4,at-risk,6,3218.3333333333335
INV004135,50.111111111111114,at-risk,10,6609.7
INV004143,97.0,at-risk,6,10237.666666666666
INV004145,66.2,at-risk,6,4618.5
INV004146,88.2,at-risk,6,14615.0
INV004147,72.2,at-risk,6,11150.0
INV004149,50.2,at-risk,6,15323.833333333334
INV004151,63.142857142857146,at-risk,8,13848.75
INV004153,60.0,at-risk,8,18402.25
